tier1-cst-naca2412 (aerosim SECTION_CODE 2412, 18 Kulfan weights)
 0.182994  +0.069555
 0.176930  +0.068784
 0.170946  +0.067983
 0.165044  +0.067154
 0.159225  +0.066298
 0.153492  +0.065414
 0.147845  +0.064505
 0.142285  +0.063569
 0.136815  +0.062609
 0.131435  +0.061625
 0.126148  +0.060618
 0.120953  +0.059588
 0.115853  +0.058536
 0.110848  +0.057463
 0.105941  +0.056369
 0.101131  +0.055255
 0.096421  +0.054123
 0.091812  +0.052971
 0.087305  +0.051802
 0.082900  +0.050616
 0.078599  +0.049413
 0.074403  +0.048194
 0.070314  +0.046959
 0.066331  +0.045710
 0.062456  +0.044446
 0.058691  +0.043168
 0.055036  +0.041878
 0.051491  +0.040574
 0.048058  +0.039259
 0.044738  +0.037932
 0.041531  +0.036594
 0.038439  +0.035245
 0.035461  +0.033887
 0.032600  +0.032520
 0.029854  +0.031144
 0.027226  +0.029759
 0.024716  +0.028368
 0.022325  +0.026969
 0.020052  +0.025564
 0.017899  +0.024154
 0.015866  +0.022739
 0.013954  +0.021320
 0.012162  +0.019897
 0.010493  +0.018472
 0.008945  +0.017044
 0.007520  +0.015615
 0.006218  +0.014185
 0.005038  +0.012755
 0.003982  +0.011326
 0.003050  +0.009899
 0.002241  +0.008473
 0.001557  +0.007050
 0.000997  +0.005631
 0.000561  +0.004216
 0.000249  +0.002805
 0.000062  +0.001400
 0.000000  +0.000000
 0.000062  -0.001339
 0.000249  -0.002671
 0.000561  -0.003994
 0.000997  -0.005306
 0.001557  -0.006606
 0.002241  -0.007893
 0.003050  -0.009165
 0.003982  -0.010421
 0.005038  -0.011660
 0.006218  -0.012882
 0.007520  -0.014084
 0.008945  -0.015265
 0.010493  -0.016426
 0.012162  -0.017566
 0.013954  -0.018683
 0.015866  -0.019776
 0.017899  -0.020847
 0.020052  -0.021893
 0.022325  -0.022914
 0.024716  -0.023911
 0.027226  -0.024883
 0.029854  -0.025829
 0.032600  -0.026749
 0.035461  -0.027644
 0.038439  -0.028513
 0.041531  -0.029357
 0.044738  -0.030174
 0.048058  -0.030966
 0.051491  -0.031732
 0.055036  -0.032472
 0.058691  -0.033186
 0.062456  -0.033875
 0.066331  -0.034539
 0.070314  -0.035178
 0.074403  -0.035791
 0.078599  -0.036379
 0.082900  -0.036943
 0.087305  -0.037482
 0.091812  -0.037996
 0.096421  -0.038486
 0.101131  -0.038952
 0.105941  -0.039393
 0.110848  -0.039811
 0.115853  -0.040205
 0.120953  -0.040575
 0.126148  -0.040922
 0.131435  -0.041246
 0.136815  -0.041546
 0.142285  -0.041824
 0.147845  -0.042079
 0.153492  -0.042311
 0.159225  -0.042521
 0.165044  -0.042709
 0.170946  -0.042876
 0.176930  -0.043021
 0.182994  -0.043144
 0.189138  -0.043247
 0.195358  -0.043329
 0.201655  -0.043391
 0.208026  -0.043433
 0.214470  -0.043456
 0.220986  -0.043460
 0.227570  -0.043445
 0.234223  -0.043412
 0.240941  -0.043362
 0.247725  -0.043294
 0.254571  -0.043210
 0.261478  -0.043109
 0.268445  -0.042993
 0.275470  -0.042862
 0.282550  -0.042716
 0.289685  -0.042556
 0.296872  -0.042383
 0.304110  -0.042196
 0.311396  -0.041997
 0.318730  -0.041786
 0.326109  -0.041563
 0.333531  -0.041328
 0.340994  -0.041083
 0.348497  -0.040827
 0.356038  -0.040561
 0.363615  -0.040286
 0.371226  -0.040001
 0.378869  -0.039707
 0.386542  -0.039404
 0.394243  -0.039092
 0.401971  -0.038772
 0.409723  -0.038444
 0.417498  -0.038108
 0.425293  -0.037764
 0.433107  -0.037412
 0.440937  -0.037053
 0.448783  -0.036686
 0.456641  -0.036313
 0.464509  -0.035932
 0.472387  -0.035544
 0.480272  -0.035149
 0.488161  -0.034747
 0.496053  -0.034339
 0.503947  -0.033925
 0.511839  -0.033504
 0.519728  -0.033077
 0.527613  -0.032644
 0.535491  -0.032205
 0.543359  -0.031761
 0.551217  -0.031311
 0.559063  -0.030857
 0.566893  -0.030397
 0.574707  -0.029934
 0.582502  -0.029466
 0.590277  -0.028994
 0.598029  -0.028520
 0.605757  -0.028042
 0.613458  -0.027561
 0.621131  -0.027078
 0.628774  -0.026594
 0.636385  -0.026108
 0.643962  -0.025621
 0.651503  -0.025133
 0.659006  -0.024646
 0.666469  -0.024158
 0.673891  -0.023672
 0.681270  -0.023186
 0.688604  -0.022702
 0.695890  -0.022220
 0.703128  -0.021739
 0.710315  -0.021262
 0.717450  -0.020787
 0.724530  -0.020315
 0.731555  -0.019847
 0.738522  -0.019382
 0.745429  -0.018921
 0.752275  -0.018463
 0.759059  -0.018010
 0.765777  -0.017562
 0.772430  -0.017117
 0.779014  -0.016678
 0.785530  -0.016242
 0.791974  -0.015812
 0.798345  -0.015386
 0.804642  -0.014965
 0.810862  -0.014548
 0.817006  -0.014136
 0.823070  -0.013729
 0.829054  -0.013327
 0.834956  -0.012930
 0.840775  -0.012537
 0.846508  -0.012149
 0.852155  -0.011766
 0.857715  -0.011388
 0.863185  -0.011014
 0.868565  -0.010646
 0.873852  -0.010282
 0.879047  -0.009924
 0.884147  -0.009570
 0.889152  -0.009222
 0.894059  -0.008879
 0.898869  -0.008542
 0.903579  -0.008210
 0.908188  -0.007884
 0.912695  -0.007564
 0.917100  -0.007250
 0.921401  -0.006943
 0.925597  -0.006642
 0.929686  -0.006347
 0.933669  -0.006060
 0.937544  -0.005779
 0.941309  -0.005506
 0.944964  -0.005241
 0.948509  -0.004983
 0.951942  -0.004733
 0.955262  -0.004491
 0.958469  -0.004257
 0.961561  -0.004031
 0.964539  -0.003814
 0.967400  -0.003606
 0.970146  -0.003406
 0.972774  -0.003215
 0.975284  -0.003033
 0.977675  -0.002860
 0.979948  -0.002697
 0.982101  -0.002542
 0.984134  -0.002396
 0.986046  -0.002259
 0.987838  -0.002131
 0.989507  -0.002013
 0.991055  -0.001903
 0.992480  -0.001802
 0.993782  -0.001711
 0.994962  -0.001628
 0.996018  -0.001554
 0.996950  -0.001489
 0.997759  -0.001432
 0.998443  -0.001385
 0.999003  -0.001346
 0.999439  -0.001316
 0.999751  -0.001294
 0.999938  -0.001281
 1.000000  -0.001277
